Artículo;FP;articulo;Artículo Desc.;Deposito;Sector;Pasillo;Col;Nivel;Secuencia;Posición;Paleta;Lote;Tot.Uni.;Tot.Blts.;Sob.Unid.;U;U/B;Ingreso;Venc.;Est.;Mar.;Proveedor;Descripción Prov.
P413;1;;DOVEÿMENÿCAREÿCLEANÿCONFORTÿ48HÿDES;1;100;CO01;80;2;B;CO01 -080-02B;;;0;0;0;B;1;/  /;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P413;1;;DOVEÿMENÿCAREÿCLEANÿCONFORTÿ48HÿDES;1;100;CO01;80;2;C;CO01 -080-02C;;;0;0;0;B;1;/  /;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P414;1;;DOVE MEN CARE EXTRA FRESH DESO.x98g;1;100;CO02;83;2;A;CO02 -083-02A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P434;1;;OLDÿSPICEÿAFTERÿPARTYÿDESO.BARRAÿx1;1;100;CO02;79;2;C;CO02 -079-02C;105452;1;18;18;0;B;1;16/10/2019;06/06/2021;DO;;10335;
P436;1;;OLD SPICE SHOWTIME DESO.BARRA x50gr;1;100;CO03;62;4;B;CO03 -062-04B;105460;1;4;4;0;B;1;16/10/2019;02/05/2021;DO;;10335;
P438;1;;OLD SPICE VIP DESO.BARRA x50gr;1;100;CO02;71;2;A;CO02 -071-02A;105451;1;12;12;0;B;1;16/10/2019;08/05/2021;DO;;10335;
P439;1;;OLD SPICE VIP DESO.x152ml;1;100;CO03;62;4;C;CO03 -062-04C;105445;1;6;6;0;B;1;16/10/2019;03/07/2021;DO;;10335;
P440;1;;OLD SPICE WOLFTHORN DESO.BARRA x50g;1;100;CO02;65;2;A;CO02 -065-02A;104392;1;4;4;0;B;1;30/09/2019;13/01/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P442;1;;OLD SPICE WOLFTHORN DESO.x93gr A/T;1;100;CO03;12;4;B;CO03 -012-04B;105433;1;12;12;0;B;1;16/10/2019;01/05/2021;DO;;10335;
P447;1;;REXONAÿMENÿANTIBACTERIAÿPROTECTIONÿ;1;100;CO02;39;2;B;CO02 -039-02B;;;0;0;0;B;1;/  /;01/05/2022;DO;;10335;
P447;1;;REXONAÿMENÿANTIBACTERIAÿPROTECTIONÿ;1;100;CO02;35;2;A;CO02 -035-02A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10335;
P447;1;;REXONAÿMENÿANTIBACTERIAÿPROTECTIONÿ;1;100;CO02;37;2;A;CO02 -037-02A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10335;
P447;1;;REXONAÿMENÿANTIBACTERIAÿPROTECTIONÿ;1;100;CO02;39;2;A;CO02 -039-02A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10335;
P447;1;;REXONAÿMENÿANTIBACTERIAÿPROTECTIONÿ;1;100;CO02;33;2;A;CO02 -033-02A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10335;
P451;1;;REXONA MEN HOMBRE A/T DESO.x1ux150m;1;100;CO02;51;2;A;CO02 -051-02A;;;0;0;0;B;1;/  /;01/06/2022;DO;;10335;
P452;1;;REXONAÿMENÿINVISIBLEÿ48HÿDESO.ROLL-;1;100;CO02;71;2;B;CO02 -071-02B;;;0;0;0;B;1;/  /;01/03/2021;DO;;10335;
P452;1;;REXONAÿMENÿINVISIBLEÿ48HÿDESO.ROLL-;1;100;CO02;22;2;C;CO02 -022-02C;;;0;0;0;B;1;/  /;01/03/2021;DO;;10335;
P455;1;;REXONAÿMENÿSENSITIVEÿSKINÿCAREÿ48Hÿ;1;100;CO02;31;2;A;CO02 -031-02A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10335;
P459;1;;REXONA MEN XTRA COOL 48H DESO.150ml;1;100;CO02;9;2;A;CO02 -009-02A;104268;1;12;12;0;B;1;27/09/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P459;1;;REXONA MEN XTRA COOL 48H DESO.150ml;1;100;CO02;3;2;A;CO02 -003-02A;104265;1;144;144;0;B;1;27/09/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P459;1;;REXONA MEN XTRA COOL 48H DESO.150ml;1;100;CO02;5;2;A;CO02 -005-02A;104267;1;144;144;0;B;1;27/09/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P459;1;;REXONA MEN XTRA COOL 48H DESO.150ml;1;100;CO02;7;2;A;CO02 -007-02A;104266;1;144;144;0;B;1;27/09/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P460;1;;REXONAÿWOMÿCLINICALÿCLEANÿFRESHÿDES;1;100;CO01;42;2;B;CO01 -042-02B;;;0;0;0;B;1;/  /;01/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P460;1;;REXONAÿWOMÿCLINICALÿCLEANÿFRESHÿDES;1;100;CO01;42;2;C;CO01 -042-02C;;;0;0;0;B;1;/  /;01/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P461;1;;REXONAÿWOMÿCLINICALÿEXTRAÿDRIVEÿDES;1;100;CO01;62;2;A;CO01 -062-02A;104385;1;17;17;0;B;1;30/09/2019;01/01/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P466;1;;GILLETTE FOAMY MENTOL x175gr;1;100;CO03;52;4;B;CO03 -052-04B;105461;1;12;12;0;B;1;16/10/2019;13/05/2022;DO;;10335;
P467;1;;GILLETTE FOAMY MENTOL x312gr;1;100;CO03;90;4;A;CO03 -090-04A;105449;1;1;1;0;B;1;16/10/2019;01/04/2022;DO;;10335;
P468;1;;GILLETTE FOAMY PIEL SENSIBLE x175gr;1;100;CO03;52;4;C;CO03 -052-04C;105459;1;2;2;0;B;1;16/10/2019;15/08/2022;DO;;10335;
P470;1;;GILLETTE FOAMY REGULAR x312gr;1;100;CO01;9;2;B;CO01 -009-02B;105454;1;6;6;0;B;1;16/10/2019;01/05/2022;DO;;10335;
P471;1;;GILLETTE FUSION maq.x1u;1;100;CO01;9;2;C;CO01 -009-02C;105391;1;16;16;0;B;1;16/10/2019;01/05/2050;DO;;10335;
P475;1;;GILLETTE FUSION rep.cart.x4u;1;100;CO03;86;2;A;CO03 -086-02A;;;0;0;0;B;1;/  /;01/05/2050;DO;;10335;
P480;1;;GILLETTE MACH3 rep.cart.x2u;1;100;CO03;82;4;C;CO03 -082-04C;105937;1;50;50;0;B;1;18/10/2019;01/01/2050;DO;;10335;
P481;1;;GILLETTE MACH3 rep.cart.x4u;1;100;CO01;87;2;A;CO01 -087-02A;;;0;0;0;B;1;/  /;01/05/2050;DO;;10335;
P482;1;;GILLETTE MACH3 SENSITIVE maq.desc.x;1;100;CO01;11;2;A;CO01 -011-02A;105375;1;16;16;0;B;1;16/10/2019;01/01/2050;DO;;10335;
P485;1;;GILLETTE MACH3 SENSITIVE rep.cart.x;1;100;CO01;11;2;B;CO01 -011-02B;105390;1;26;26;0;B;1;16/10/2019;01/05/2050;DO;;10335;
P486;1;;GILLETTE MACH3 TURBO maq.x1u;1;100;CO01;11;2;C;CO01 -011-02C;105542;1;35;35;0;B;1;16/10/2019;01/01/2050;DO;;10335;
P490;1;;GILLETTE MACH3(HERCU)MAQUIN+1C;1;100;CO01;13;2;A;CO01 -013-02A;104196;1;23;23;0;B;1;27/09/2019;01/05/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P493;1;;GILLETTEÿPRESTOBARBAÿ3ÿmaq.desc.x2u;1;100;CO03;20;2;A;CO03 -020-02A;105366;1;58;58;0;B;1;16/10/2019;01/01/2050;DO;;10335;
P497;1;;GILLETTEÿPRESTOBARBAÿ3ÿSENSCAREÿmaq;1;100;CO01;15;2;A;CO01 -015-02A;105362;1;59;59;0;B;1;16/10/2019;01/01/2050;DO;;10335;
P500;1;;GILLETTE PRESTOBARBA 3 WOM x2u;1;100;CO03;38;2;A;CO03 -038-02A;105365;1;97;97;0;B;1;16/10/2019;01/01/2050;DO;;10335;
P506;1;;GILLETTEÿPRESTOBARBAÿPNÿESPUMAÿDEÿA;1;100;CO01;87;1;A;CO01 -087-01A;105457;1;2;2;0;B;1;16/10/2019;19/07/2022;DO;;10335;
P507;1;;GILLETTEÿPRESTOBARBAÿPSÿESPUMAÿDEÿA;1;100;CO03;2;4;C;CO03 -002-04C;105453;1;20;20;0;B;1;16/10/2019;20/07/2022;DO;;10335;
P511;1;;GILLETTE PRESTOBARBA ULTRA GRIP maq;1;100;CO03;82;5;;CO03 -082-05;105556;1;2304;2304;0;B;1;17/10/2019;01/01/2050;DO;;10335;
P511;1;;GILLETTE PRESTOBARBA ULTRA GRIP maq;1;100;CO03;82;5;;CO03 -082-05;105497;1;2304;2304;0;B;1;17/10/2019;01/01/2050;DO;;10335;
P511;1;;GILLETTE PRESTOBARBA ULTRA GRIP maq;1;100;CO03;82;5;;CO03 -082-05;105498;1;2304;2304;0;B;1;17/10/2019;01/01/2050;DO;;10335;
P511;1;;GILLETTE PRESTOBARBA ULTRA GRIP maq;1;100;CO03;82;5;;CO03 -082-05;105500;1;2304;2304;0;B;1;17/10/2019;01/01/2050;DO;;10335;
P511;1;;GILLETTE PRESTOBARBA ULTRA GRIP maq;1;100;CO03;82;5;;CO03 -082-05;105499;1;2304;2304;0;B;1;17/10/2019;01/01/2050;DO;;10335;
P511;1;;GILLETTE PRESTOBARBA ULTRA GRIP maq;1;100;CO03;22;5;;CO03 -022-05;105493;1;2304;2304;0;B;1;17/10/2019;01/01/2050;DO;;10335;
P511;1;;GILLETTE PRESTOBARBA ULTRA GRIP maq;1;100;CO03;22;5;;CO03 -022-05;105494;1;2304;2304;0;B;1;17/10/2019;01/01/2050;DO;;10335;
P511;1;;GILLETTE PRESTOBARBA ULTRA GRIP maq;1;100;CO03;22;5;;CO03 -022-05;105495;1;2304;2304;0;B;1;17/10/2019;01/01/2050;DO;;10335;
P511;1;;GILLETTE PRESTOBARBA ULTRA GRIP maq;1;100;CO03;22;5;;CO03 -022-05;105496;1;2304;2304;0;B;1;17/10/2019;01/01/2050;DO;;10335;
P511;1;;GILLETTE PRESTOBARBA ULTRA GRIP maq;1;100;CO01;17;2;A;CO01 -017-02A;105492;1;2328;2328;0;B;1;17/10/2019;01/01/2050;DO;;10335;
P514;1;;GILLETTE SENSOR EXCEL rep.cart.x5u;1;100;CO01;19;2;A;CO01 -019-02A;105538;1;37;37;0;B;1;16/10/2019;01/01/2050;DO;;10335;
P517;1;;GILLETTE VENUS BREEZE maq.x1u;1;100;CO01;1;2;A;CO01 -001-02A;;;0;0;0;B;1;/  /;01/01/2050;DO;;10335;
P518;1;;GILLETTE VENUS BREEZE rep.cart.x2u;1;100;CO03;72;4;C;CO03 -072-04C;105370;1;0;0;0;B;1;16/10/2019;01/01/2050;DO;;10335;
P522;1;;GILLETTE VENUS SIMPLY MAQ.AFEITAR x;1;100;CO01;19;2;B;CO01 -019-02B;;;0;0;0;B;1;/  /;01/01/2050;DO;;10335;
P530;1;;ALWAYS ACTIVE ULTRA c/GEL c/A toa.x;1;100;CO02;58;3;A;CO02 -058-03A;105403;1;46;46;0;B;1;16/10/2019;01/06/2021;DO;;10335;
P533;1;;ALWAYSÿDIARIASÿINVISIBLEÿNORMALÿPRO;1;100;CO02;42;3;C;CO02 -042-03C;105396;1;81;81;0;B;1;16/10/2019;01/10/2020;DO;;10335;
P534;1;;ALWAYSÿDIARIASÿINVISIBLEÿNORMALÿPRO;1;100;CO01;32;3;A;CO01 -032-03A;105406;1;26;26;0;B;1;16/10/2019;01/06/2021;DO;;10335;
P536;1;;ALWAYS MAXPROT NORMAL DIA SUAVE c/A;1;100;CO02;86;3;A;CO02 -086-03A;;;0;0;0;B;1;/  /;01/10/2021;DO;;10335;
P538;1;;ALWAYSÿMAXPROTÿNORMALÿNOCTURNAÿSECA;1;100;CO02;88;3;A;CO02 -088-03A;;;0;0;0;B;1;/  /;01/09/2021;DO;;10335;
P539;1;;ALWAYSÿMAXPROTÿNORMALÿNOCTURNAÿSECA;1;100;CO03;84;4;A;CO03 -084-04A;105481;1;0;0;0;B;1;16/10/2019;01/09/2021;DO;;10335;
P540;1;;ALWAYSÿMAXPROTÿNORMALÿNOCTURNAÿSUAV;1;100;CO02;90;3;A;CO02 -090-03A;105485;1;34;34;0;B;1;16/10/2019;01/10/2021;DO;;10335;
P541;1;;ALWAYSÿMAXPROTÿNORMALÿNOCTURNAÿSUAV;1;100;CO01;87;3;A;CO01 -087-03A;;;0;0;0;B;1;/  /;01/04/2021;DO;;10335;
P544;1;;ALWAYSÿMAXPROTÿULTRAFINAÿDIAÿSUAVEÿ;1;100;CO02;72;3;A;CO02 -072-03A;105484;1;31;31;0;B;1;16/10/2019;01/04/2021;DO;;10335;
P545;1;;ALWAYSÿMAXPROTÿULTRAFINAÿNOCTURNAÿS;1;100;CO02;70;3;A;CO02 -070-03A;105397;1;17;17;0;B;1;16/10/2019;01/07/2021;DO;;10335;
P547;1;;ALWAYSÿMAXPROTÿULTRAFINAÿNOCTURNAÿS;1;100;CO02;54;3;A;CO02 -054-03A;105479;1;27;27;0;B;1;16/10/2019;01/06/2021;DO;;10335;
P548;1;;ALWAYS NORMAL c/A toa.x08u;1;100;CO02;82;3;B;CO02 -082-03B;104655;1;40;40;0;B;1;01/10/2019;01/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P554;1;;ALWAYSÿPLATINUMÿDIAÿULTRAFINAÿODORÿ;1;100;CO02;62;3;C;CO02 -062-03C;103541;1;44;44;0;B;1;23/09/2019;01/10/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P562;1;;CAREFREE LONGS DIARIOS protec.x60u;1;100;CO03;24;1;A;CO03 -024-01A;;;0;0;0;B;1;/  /;01/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P562;1;;CAREFREE LONGS DIARIOS protec.x60u;1;100;CO03;26;1;A;CO03 -026-01A;;;0;0;0;B;1;/  /;01/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P563;1;;CAREFREE PROTECCION COMPACT protec.;1;100;CO02;40;3;C;CO02 -040-03C;;;0;0;0;B;1;/  /;22/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P563;1;;CAREFREE PROTECCION COMPACT protec.;1;100;CO02;42;3;A;CO02 -042-03A;103518;1;215;215;0;B;1;20/09/2019;22/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P564;1;;CAREFREE PROTECCION COMPACT protec.;1;100;CO02;72;3;B;CO02 -072-03B;104952;1;9;9;0;B;1;07/10/2019;01/08/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P565;1;;CAREFREE PROTECCION protec.x20u;1;100;CO02;70;3;B;CO02 -070-03B;104889;1;101;101;0;B;1;07/10/2019;01/05/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P566;1;;CAREFREE PROTECCION protec.x60u;1;100;CO02;80;3;C;CO02 -080-03C;104954;1;32;32;0;B;1;07/10/2019;01/05/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P568;1;;CAREFREE TODOS LOS DIAS protec.x20u;1;100;CO02;84;3;A;CO02 -084-03A;104890;1;79;79;0;B;1;07/10/2019;01/04/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P570;1;;KOTEX EVOLUTION tampon x16u MED;1;100;CO02;74;3;A;CO02 -074-03A;;;0;0;0;B;1;/  /;19/07/2022;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P571;1;;KOTEX EVOLUTION tampon x16u MINI;1;100;CO02;52;3;C;CO02 -052-03C;105063;1;2;2;0;B;1;09/10/2019;01/11/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P575;1;;KOTEX EVOLUTION tamponx16u SUPER;1;100;CO02;82;3;A;CO02 -082-03A;;;0;0;0;B;1;/  /;03/07/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P580;1;;KOTEX NOCTURNAS EXTRA SUAVES c/A to;1;100;CO02;12;3;C;CO02 -012-03C;;;0;0;0;B;1;/  /;15/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P580;1;;KOTEX NOCTURNAS EXTRA SUAVES c/A to;1;100;CO02;10;3;B;CO02 -010-03B;;;0;0;0;B;1;/  /;06/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P580;1;;KOTEX NOCTURNAS EXTRA SUAVES c/A to;1;100;CO02;12;3;A;CO02 -012-03A;;;0;0;0;B;1;/  /;19/07/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P581;1;;KOTEX NORMAL TELA TWISTER c/A toa.x;1;100;CO02;22;3;B;CO02 -022-03B;;;0;0;0;B;1;/  /;17/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P581;1;;KOTEX NORMAL TELA TWISTER c/A toa.x;1;100;CO02;22;3;C;CO02 -022-03C;;;0;0;0;B;1;/  /;30/07/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P582;1;;KOTEX NORMAL TELA TWISTER c/A toa.x;1;100;CO02;4;3;A;CO02 -004-03A;;;0;0;0;B;1;/  /;18/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P582;1;;KOTEX NORMAL TELA TWISTER c/A toa.x;1;100;CO02;6;3;A;CO02 -006-03A;103553;1;192;192;0;B;1;20/09/2019;04/07/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P582;1;;KOTEX NORMAL TELA TWISTER c/A toa.x;1;100;CO02;2;3;A;CO02 -002-03A;103552;1;87;87;0;B;1;20/09/2019;04/07/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P585;1;;KOTEXÿPROTEC.DIARIOSÿMULTIESTILOÿRE;1;100;CO02;60;3;C;CO02 -060-03C;104609;1;35;35;0;B;1;01/10/2019;02/06/2021;DO;;10331;
P587;1;;KOTEXÿPROTEC.DIARIOSÿMULTIESTILOÿRE;1;100;CO02;30;3;B;CO02 -030-03B;;;0;0;0;B;1;/  /;14/07/2021;DO;;10331;
P587;1;;KOTEXÿPROTEC.DIARIOSÿMULTIESTILOÿRE;1;100;CO02;30;3;C;CO02 -030-03C;;;0;0;0;B;1;/  /;19/04/2021;DO;;10331;
P590;1;;KOTEXÿULTRAFINASÿABSORCIONÿc/Aÿs/Pÿ;1;100;CO02;24;3;A;CO02 -024-03A;103516;1;23;23;0;B;1;20/09/2019;09/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P590;1;;KOTEXÿULTRAFINASÿABSORCIONÿc/Aÿs/Pÿ;1;100;CO02;26;3;A;CO02 -026-03A;;;0;0;0;B;1;/  /;09/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P593;1;;LINA NORMAL c/A toa.x16u (dds);1;100;CO02;78;3;A;CO02 -078-03A;;;0;0;0;B;1;/  /;12/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P593;1;;LINA NORMAL c/A toa.x16u (dds);1;100;CO01;22;1;A;CO01 -022-01A;104593;1;19;19;0;B;1;01/10/2019;14/08/2021;DO;;10331;
P598;1;;O.B.CANALES CURVOS MINI tampones x1;1;100;CO02;50;3;A;CO02 -050-03A;103569;1;5;5;0;B;1;23/09/2019;01/01/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P599;1;;O.B.CANALES CURVOS MINI tampones x2;1;100;CO02;50;3;C;CO02 -050-03C;;;0;0;0;B;1;/  /;01/02/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P603;1;;O.B.PROCONFORTÿc/CUBIERTAÿSILKTOUCH;1;100;CO02;48;3;A;CO02 -048-03A;103566;1;4;4;0;B;1;23/09/2019;01/12/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P605;1;;PLENITUD FEMME TOA.LARGA c/A toa.x1;1;100;CO02;82;3;C;CO02 -082-03C;103575;1;3;3;0;B;1;23/09/2019;13/07/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P605;1;;PLENITUD FEMME TOA.LARGA c/A toa.x1;1;100;CO03;70;5;;CO03 -070-05;104691;1;48;48;0;B;1;02/10/2019;07/09/2021;DO;;10331;
P606;1;;PLENITUD FEMME TOA.LARGA c/A toa.x8;1;100;CO02;32;3;C;CO02 -032-03C;104590;1;8;8;0;B;1;01/10/2019;11/05/2021;DO;;10331;
P606;1;;PLENITUD FEMME TOA.LARGA c/A toa.x8;1;100;CO02;32;3;A;CO02 -032-03A;;;0;0;0;B;1;/  /;10/05/2021;DO;;10331;
P607;1;;PLENITUD FEMME TOA.NORMAL c/A toa.x;1;100;CO02;22;3;A;CO02 -022-03A;103537;1;11;11;0;B;1;20/09/2019;24/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P607;1;;PLENITUD FEMME TOA.NORMAL c/A toa.x;1;100;CO03;80;5;;CO03 -080-05;104592;1;96;96;0;B;1;01/10/2019;23/09/2021;DO;;10331;
P611;1;;PLENITUD PROTECTOR LARGO protec.x14;1;100;CO02;36;3;A;CO02 -036-03A;104639;1;255;255;0;B;1;01/10/2019;03/06/2021;DO;;10331;
P611;1;;PLENITUD PROTECTOR LARGO protec.x14;1;100;CO02;38;3;A;CO02 -038-03A;;;0;0;0;B;1;/  /;01/06/2021;DO;;10331;
P612;1;;PLENITUDÿFEMMEÿPROTECTORÿNORMALÿpro;1;100;CO02;52;3;A;CO02 -052-03A;104585;1;17;17;0;B;1;01/10/2019;07/06/2021;DO;;10331;
P615;1;;PLENITUD FEMME TOA.ULTRA s/A toa.x8;1;100;CO01;88;1;A;CO01 -088-01A;;;0;0;0;B;1;/  /;31/01/2021;DO;;10331;
P617;1;;SIEMPRE LIBRE ADAPT ESPECIAL c/A to;1;100;CO02;80;3;A;CO02 -080-03A;104961;1;2;2;0;B;1;07/10/2019;01/08/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P618;1;;SIEMPRE LIBRE ESPECIAL UF c/A toa.x;1;100;CO01;88;2;A;CO01 -088-02A;104953;1;27;27;0;B;1;07/10/2019;01/04/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P620;1;;SIEMPRE LIBRE FIT c/A toa.x8u;1;100;CO02;64;3;A;CO02 -064-03A;104951;1;112;112;0;B;1;07/10/2019;01/06/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P621;1;;SIEMPRE LIBRE FIT s/A toa.x8u;1;100;CO02;66;3;A;CO02 -066-03A;104840;1;98;98;0;B;1;07/10/2019;01/07/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P622;1;;SIEMPREÿLIBREÿMAXÿSUAVEÿTERMOCTRL.E;1;100;CO02;18;3;A;CO02 -018-03A;104892;1;69;69;0;B;1;07/10/2019;01/07/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P622;1;;SIEMPREÿLIBREÿMAXÿSUAVEÿTERMOCTRL.E;1;100;CO02;16;3;A;CO02 -016-03A;104891;1;132;132;0;B;1;07/10/2019;01/07/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P623;1;;SIEMPREÿLIBREÿMAXÿSUAVEÿTERMOCTRLÿT;1;100;CO02;70;3;C;CO02 -070-03C;104917;1;29;29;0;B;1;07/10/2019;01/07/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P624;1;;SIEMPRE LIBRE NORMAL SUAVE c/A toa.;1;100;CO02;90;3;B;CO02 -090-03B;104959;1;10;10;0;B;1;07/10/2019;01/05/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P625;1;;SIEMPRE LIBRE NORMAL SUAVE c/A toa.;1;100;CO02;56;3;A;CO02 -056-03A;104943;1;92;92;0;B;1;07/10/2019;01/07/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P628;1;;SIEMPRE LIBRE TERMOCTRL UF c/A toa.;1;100;CO03;2;3;A;CO03 -002-03A;;;0;0;0;B;1;/  /;/  /;DL;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P628;1;;SIEMPRE LIBRE TERMOCTRL UF c/A toa.;1;202;;0;0;;;104863;1;216;216;0;B;1;08/10/2019;01/06/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P628;1;;SIEMPRE LIBRE TERMOCTRL UF c/A toa.;1;100;CO03;2;3;B;CO03 -002-03B;105131;1;150;150;0;B;1;08/10/2019;01/06/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P639;1;;COMODIN PRACTIBAÑO paño jabonoso x1;1;100;CO02;75;3;A;CO02 -075-03A;;;0;0;0;B;1;/  /;01/07/2022;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P640;1;;DOVEÿBEAUTYÿ+CREAMÿHUMECTANTEÿJBONÿ;1;100;CO02;11;3;C;CO02 -011-03C;104038;1;432;432;0;B;1;25/09/2019;06/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P640;1;;DOVEÿBEAUTYÿ+CREAMÿHUMECTANTEÿJBONÿ;1;100;CO02;11;3;B;CO02 -011-03B;104037;1;428;428;0;B;1;25/09/2019;06/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P640;1;;DOVEÿBEAUTYÿ+CREAMÿHUMECTANTEÿJBONÿ;1;100;CO02;11;3;A;CO02 -011-03A;;;0;0;0;B;1;/  /;06/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P640;1;;DOVEÿBEAUTYÿ+CREAMÿHUMECTANTEÿJBONÿ;1;100;CO02;13;3;A;CO02 -013-03A;104676;1;1;1;0;B;1;01/10/2019;01/05/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P643;1;;DOVE BEAUTY CREAM WASH JBON LIQ.x25;1;100;CO02;71;3;C;CO02 -071-03C;104328;1;2;2;0;B;1;27/09/2019;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P674;1;;LIFEBUOY CREAM JBON x1u x125gr;1;100;CO03;78;4;A;CO03 -078-04A;;;0;0;0;B;1;/  /;/  /;DL;;10327;ORIEN S.A. - SAN BLAS
P674;1;;LIFEBUOY CREAM JBON x1u x125gr;1;100;CO02;41;3;C;CO02 -041-03C;105116;1;286;286;0;B;1;09/10/2019;01/01/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P696;1;;NEUTROGENA DEEP CLEAN ENERGIZANTE x;1;100;CO02;69;3;B;CO02 -069-03B;;;0;0;0;B;1;/  /;01/03/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P697;1;;NEUTROGENA DEEP CLEAN jbon x80gr;1;100;CO02;65;3;A;CO02 -065-03A;103975;1;99;99;0;B;1;25/09/2019;01/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P743;1;;COMODIN TOALLAS HUMEDAS c/ALANTOINA;1;100;CO01;88;3;A;CO01 -088-03A;;;0;0;0;B;1;/  /;01/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P744;1;;COMODIN AD ANATOMICO GDE PAÑAL X16U;1;100;CO02;59;1;A;CO02 -059-01A;;;0;0;0;B;1;/  /;01/07/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P744;1;;COMODIN AD ANATOMICO GDE PAÑAL X16U;1;100;CO02;63;1;A;CO02 -063-01A;;;0;0;0;B;1;/  /;01/07/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P744;1;;COMODIN AD ANATOMICO GDE PAÑAL X16U;1;100;CO02;57;1;A;CO02 -057-01A;;;0;0;0;B;1;/  /;01/07/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P744;1;;COMODIN AD ANATOMICO GDE PAÑAL X16U;1;100;CO02;61;1;A;CO02 -061-01A;;;0;0;0;B;1;/  /;01/07/2021;DO;;10327;ORIEN S.A. - SAN BLAS
